No.,Review,aspek,span,sentimen,ordinal
801,"tempat yang bagus untuk berkumpul dengan teman atau keluarga. Mcd juga punya banyak pilihan menu, cocok untuk anak-anak hingga dewasa. selain itu resto ini buka 24 jam, dijamin kamu tidak akan kelaparan disini. perlu mencoba menu baru mereka, ayam rasa korea. saya merekomendasikannya kepada Anda harus mencobanya, karena itu bagus.",rasa,rasa,positif,0
802,"Tempatnya nyaman dan bersih. Pelayanannya juga ramah dan cepat. Tempat parkir luas, Burger keju dan kentang goreng di sini adalah yang terbaik. Sangat direkomendasikan!",tempat,Tempatnya,positif,0
802,"Tempatnya nyaman dan bersih. Pelayanannya juga ramah dan cepat. Tempat parkir luas, Burger keju dan kentang goreng di sini adalah yang terbaik. Sangat direkomendasikan!",pelayanan,Pelayanannya,positif,0
802,"Tempatnya nyaman dan bersih. Pelayanannya juga ramah dan cepat. Tempat parkir luas, Burger keju dan kentang goreng di sini adalah yang terbaik. Sangat direkomendasikan!",tempat,Tempat,positif,0
803,"suasananya sejuk dan ramai ada area khusus merokok, makanannya enak dan saya merekomendasikan burgernya karena komposisinya pas dan tekstur dagingnya kental, pelayanan di restoran ini cukup baik dan responsif",pelayanan,pelayanan,positif,0
804,Pilihan terbaik untuk mengajak keluarga bersantap menyenangkan.. direkomendasikan bila Anda memiliki anak dan pilihlah menu paket happy Meal karena sudah termasuk mainan atau buku. Rasa es krimnya enak..,rasa,Rasa,positif,0
805,Restoran cepat saji ini berada di lokasi yang strategis. Itu tempat yang bagus untuk berkumpul dengan teman-teman. Pelayanannya cepat dan pelayannya ramah. Sangat direkomendasikan untuk makan di sana.,tempat,tempat,positif,0
805,Restoran cepat saji ini berada di lokasi yang strategis. Itu tempat yang bagus untuk berkumpul dengan teman-teman. Pelayanannya cepat dan pelayannya ramah. Sangat direkomendasikan untuk makan di sana.,pelayanan,Pelayanannya,positif,0
805,Restoran cepat saji ini berada di lokasi yang strategis. Itu tempat yang bagus untuk berkumpul dengan teman-teman. Pelayanannya cepat dan pelayannya ramah. Sangat direkomendasikan untuk makan di sana.,pelayanan,pelayanannya,positif,0
806,"Makanan enak, tempat enak untuk berkumpul dan ngobrol dengan teman, mudah memarkir kendaraan, juga ada drive thru. Buka 24 jam, jadi kapanpun kita lapar dan ingin makan makanan enak bersama teman, ini dia!!!",tempat,tempat,positif,0
807,"Restoran ramah keluarga Buah Batu MC Donald., banyak tempat parkir

Banyak pelajar berkumpul disini karena makanannya memiliki harga yang bagus dan …",tempat,tempat,positif,0
807,"Restoran ramah keluarga Buah Batu MC Donald., banyak tempat parkir

Banyak pelajar berkumpul disini karena makanannya memiliki harga yang bagus dan …",harga,harga,positif,0
808,"Tempatnya nyaman, makanannya enak & suka layanan di dalam restoran. Akan kembali ke McDonald Buah Batu Bandung. Sangat layak untuk makan di sini 👍👍 …",tempat,Tempatnya,positif,0
809,"Suasana di bandung yang sejuk dan tempat dimana kita bisa bersantai bersama keluarga, kami memutuskan untuk memilih resto MCD karena tempat parkir yang luas dan nyaman. Sedangkan desain interior atau tatatnya cukup eksotik, cocok untuk …",tempat,tempat,positif,1
809,"Suasana di bandung yang sejuk dan tempat dimana kita bisa bersantai bersama keluarga, kami memutuskan untuk memilih resto MCD karena tempat parkir yang luas dan nyaman. Sedangkan desain interior atau tatatnya cukup eksotik, cocok untuk …",tempat,tempat,positif,1
810,"Pelayanan bagus, dan pelayanan cepat. Tempatnya strategis dan rasa makanannya enak sekali. Saya ingin pergi ke sana lagi lain kali.",pelayanan,Pelayanan,positif,1
810,"Pelayanan bagus, dan pelayanan cepat. Tempatnya strategis dan rasa makanannya enak sekali. Saya ingin pergi ke sana lagi lain kali.",tempat,Tempatnya,positif,0
810,"Pelayanan bagus, dan pelayanan cepat. Tempatnya strategis dan rasa makanannya enak sekali. Saya ingin pergi ke sana lagi lain kali.",rasa,rasa,positif,0
811,"Makanannya segar. jika Anda mengambil dari drive thru dan Anda memiliki stikernya, Anda akan mendapatkan beberapa bonus. Tempat yang bagus untuk berkumpul bersama teman atau keluarga.",tempat,Tempat,positif,0
812,"Lokasi Mc Donald Buah Batu sangat strategis, dekat dengan beberapa tempat usaha, sekolah dan perumahan yang bagus. pelayanannya cepat, khas McDonald's. Selalu puas ketika saya datang ke sini.",tempat,tempat,netral,0
812,"Lokasi Mc Donald Buah Batu sangat strategis, dekat dengan beberapa tempat usaha, sekolah dan perumahan yang bagus. pelayanannya cepat, khas McDonald's. Selalu puas ketika saya datang ke sini.",pelayanan,pelayanannya,positif,0
813,restoran ini memiliki tempat yang bagus dan nyaman. Makanannya enak juga tempat parkirnya luas sehingga Anda bisa memarkir kendaraan tanpa khawatir.,tempat,tempat,positif,1
815,Kenyamanan makanan cepat saji dengan makan di tempat yang nyaman dan layanan cepat. Layanan 24 jam. saya suka pergi ke sana untuk sarapan dan setelah bekerja. Harga yang wajar. Salah satu outlet makan favorit saya,tempat,tempat,positif,0
815,Kenyamanan makanan cepat saji dengan makan di tempat yang nyaman dan layanan cepat. Layanan 24 jam. saya suka pergi ke sana untuk sarapan dan setelah bekerja. Harga yang wajar. Salah satu outlet makan favorit saya,harga,Harga,positif,0
816,"Baru-baru ini saya merasa senang bersantap di McDonald's di Bandung, dan harus saya katakan itu adalah pengalaman yang sungguh menyenangkan. Sejak saya berjalan melewati pintu, saya disambut dengan suasana tempat hangat dan ramah yang membuat saya merasa seperti di rumah sendiri.",tempat,tempat,positif,0
817,"Ini adalah tempat yang asyik untuk makan dan berkumpul bersama teman dan keluarga.
Pelayanannya juga ramah dan sangat memuaskan. …",tempat,tempat,positif,0
817,"Ini adalah tempat yang asyik untuk makan dan berkumpul bersama teman dan keluarga.
Pelayanannya juga ramah dan sangat memuaskan. …",pelayanan,Pelayanannya,positif,0
818,"Pertama kali ke Bandung, saya dapat McD dengan lokasi yang strategis, tempat parkir yang luas, pelayanan yang ramah dan tempat yang bersih, tempat yang nyaman, cepat disajikan, dan enak untuk hangout bersama keluarga atau teman, burger Double Cheese bisa menjadi makanan take away terbaik untuk orang-orang di Bandung. bergegas.",tempat,tempat,positif,2
818,"Pertama kali ke Bandung, saya dapat McD dengan lokasi yang strategis, tempat parkir yang luas, pelayanan yang ramah dan tempat yang bersih, tempat yang nyaman, cepat disajikan, dan enak untuk hangout bersama keluarga atau teman, burger Double Cheese bisa menjadi makanan take away terbaik untuk orang-orang di Bandung. bergegas.",pelayanan,pelayanan,positif,0
818,"Pertama kali ke Bandung, saya dapat McD dengan lokasi yang strategis, tempat parkir yang luas, pelayanan yang ramah dan tempat yang bersih, tempat yang nyaman, cepat disajikan, dan enak untuk hangout bersama keluarga atau teman, burger Double Cheese bisa menjadi makanan take away terbaik untuk orang-orang di Bandung. bergegas.",tempat,tempat,positif,1
819,"Memiliki tempat yang bagus dan nyaman, seperti kita ketahui McDonald memiliki selera yang baik dan pelayanan yang baik. Tempatnya ramah keluarga dan ada arena bermain untuk keluarga yang berkunjung membawa anak. Satu hal yang pasti tempat ini buka 24 jam",tempat,tempat,positif,1
819,"Memiliki tempat yang bagus dan nyaman, seperti kita ketahui McDonald memiliki selera yang baik dan pelayanan yang baik. Tempatnya ramah keluarga dan ada arena bermain untuk keluarga yang berkunjung membawa anak. Satu hal yang pasti tempat ini buka 24 jam",pelayanan,pelayanan,positif,0
819,"Memiliki tempat yang bagus dan nyaman, seperti kita ketahui McDonald memiliki selera yang baik dan pelayanan yang baik. Tempatnya ramah keluarga dan ada arena bermain untuk keluarga yang berkunjung membawa anak. Satu hal yang pasti tempat ini buka 24 jam",tempat,Tempatnya,positif,0
820,Tempat yang keren. Makanannya enak. Stafnya sangat membantu. Mereka memiliki area parkir yang luas dan yang keren adalah mereka memiliki sudut anak-anak dengan mainan.,tempat,Tempat,positif,0
821,"Untuk tempatnya bagus, servernya sangat ramah. Rasa makanannya juga enak, bersih dan nyaman. saya sarankan untuk berkunjung ke sini.",tempat,tempatnya,positif,0
821,"Untuk tempatnya bagus, servernya sangat ramah. Rasa makanannya juga enak, bersih dan nyaman. saya sarankan untuk berkunjung ke sini.",rasa,Rasa,positif,0
822,"sangat bagus, bersih dan rapi tempatnya untuk restoran cepat saji pelayannya sangat ramah kepada pembeli Menunya sangat lengkap dan pastinya semuanya enak cocok untuk muda dan tua Tempat parkir sangat luas, dan juga tersedia drivetru",tempat,tempatnya,positif,0
822,"sangat bagus, bersih dan rapi tempatnya untuk restoran cepat saji pelayannya sangat ramah kepada pembeli Menunya sangat lengkap dan pastinya semuanya enak cocok untuk muda dan tua Tempat parkir sangat luas, dan juga tersedia drivetru",tempat,Tempat,positif,0
823,"Pelayanan yang diberikan oleh karyawan Mcdonald Buah Batu menurut saya adalah yang terbaik saat ini, selain itu banyak diskon untuk setiap pembelian paket keluarga. Secara keseluruhan, saya sangat puas dan akan segera kembali",pelayanan,Pelayanan,positif,0
825,"Menu makanan McDonald's merupakan bukti komitmen teguh mereka terhadap kualitas, rasa, dan inovasi. Ini adalah perjalanan kuliner yang menggugah selera dan meninggalkan kesan mendalam. Tempat yang bersih & cocok untuk nongkrong bersama sahabat kita.",rasa,rasa,positif,0
825,"Menu makanan McDonald's merupakan bukti komitmen teguh mereka terhadap kualitas, rasa, dan inovasi. Ini adalah perjalanan kuliner yang menggugah selera dan meninggalkan kesan mendalam. Tempat yang bersih & cocok untuk nongkrong bersama sahabat kita.",tempat,Tempat,positif,0
827,"tempatnya bagus dan bersih, tempat parkir juga luas, pegawainya ramah, tempat strategis untuk sarapan, makan siang atau makan malam bersama keluarga atau teman di kota bandung.",tempat,tempatnya,positif,0
827,"tempatnya bagus dan bersih, tempat parkir juga luas, pegawainya ramah, tempat strategis untuk sarapan, makan siang atau makan malam bersama keluarga atau teman di kota bandung.",tempat,tempat,positif,1
828,"suasananya sangat indah di mcd

pelayanannya juga sangat ramah …",pelayanan,pelayanannya,positif,0
829,"Makanannya benar-benar enak dan nikmat, dan pelayanannya sangat cepat. Sebenarnya aku suka suasana di sini karena nyaman banget. Bagus sekali!",pelayanan,pelayanannya,positif,0
830,"Anda selalu tahu di mana Anda berada di McDonald’s, dan cabang di Bandung ini pun demikian. Staf yang ramah, tempat duduk luar ruangan yang bagus, dan beragam kelezatan Mac D yang biasa membuat Anda bahagia. Apakah Anda menyukainya? Apa yang tidak disukai?",tempat,tempat,positif,0
831,"Tempatnya cukup nyaman, penyajiannya pas, dan rasanya memang khas Mc Donald, bisa digunakan untuk keluarga dan anak-anak bisa bermain di arena permainan yang sudah disediakan. …",tempat,Tempatnya,positif,0
831,"Tempatnya cukup nyaman, penyajiannya pas, dan rasanya memang khas Mc Donald, bisa digunakan untuk keluarga dan anak-anak bisa bermain di arena permainan yang sudah disediakan. …",rasa,rasanya,positif,0
832,"Anda tidak akan pernah salah dengan McDonald's!! menu Burger keju dan nugget mereka (tentu saja, juga saus asam manis khas mereka) tidak ada duanya! Dan kentang goreng mereka adalah kentang goreng terbaik yang pernah Anda temui. Lokasi gerai McD ini strategis, tempat parkirannya luas dan jalur drive thrunya nyaman untuk segala jenis kendaraan",tempat,tempat,positif,0
833,"Tempat yang bagus untuk mencari makanan. Membersihkan. Banyak pengunjung yang datang pada hari-hari tertentu. Namun bila hari kerja dan ingin menghabiskan waktu membaca, ini tempat yang cukup bagus.",tempat,Tempat,positif,1
834,"Mampir kesini bareng teman-teman untuk makan siang, layout desain MCD semua standar sesuai kapasitas lahan, tempatnya juga sangat terjaga kebersihannya, pelayanannya baik, pelayannya juga ramah. Disini ada tempat bermain anak, kamar mandi, …",tempat,tempatnya,positif,0
834,"Mampir kesini bareng teman-teman untuk makan siang, layout desain MCD semua standar sesuai kapasitas lahan, tempatnya juga sangat terjaga kebersihannya, pelayanannya baik, pelayannya juga ramah. Disini ada tempat bermain anak, kamar mandi, …",tempat,tempat,positif,0
834,"Mampir kesini bareng teman-teman untuk makan siang, layout desain MCD semua standar sesuai kapasitas lahan, tempatnya juga sangat terjaga kebersihannya, pelayanannya baik, pelayannya juga ramah. Disini ada tempat bermain anak, kamar mandi, …",pelayanan,pelayanannya,positif,0
835,"Toko Mcd yang paling saya sukai di kota!
Ruang besar dan tempat yang bagus untuk membawa anak-anak ke sini.
Juga suasana yang sempurna untuk berkumpul dengan teman-teman.
Pertahankan kerja bagus!",tempat,tempat,positif,0
836,Sangat bagus & mempunyai lokasi Strategis di Bandung. Yang paling penting cara mereka melayani pelanggan sangat baik (Pelayanan Cepat & Ramah).,pelayanan,Pelayanan,positif,0
837,Tempat dan makanan yang sangat bagus. Bahan-bahan yang digunakan segar dan berkualitas tinggi. Makanan mcd favorit saya adalah Panas 2. Ayam besar dan nasi enak! Kamu harus mencoba !,tempat,Tempat,positif,0
838,"Saya sudah beberapa kali mengunjungi McD Buah Batu di Bandung. Seperti McD lainnya, favorit saya adalah ayam renyah pedas dan tentu saja dengan nasi dan kentang. Suasana tempatnya sangat cocok untuk nongkrong.",tempat,tempatnya,positif,0
839,Tempat ini memberi saya pengalaman yang baik ketika saya berada di sana. Mereka memberi saya makanan enak dan pelayanan yang sangat baik. Dari segi tempat kebersihannya sangat terjaga dan nyaman.,tempat,Tempat,positif,1
839,Tempat ini memberi saya pengalaman yang baik ketika saya berada di sana. Mereka memberi saya makanan enak dan pelayanan yang sangat baik. Dari segi tempat kebersihannya sangat terjaga dan nyaman.,pelayanan,pelayanan,positif,0
840,"Restoran cepat saji 24 jam di sekitar universitas siliwangi,.dengan tempat yang bagus & nyaman, pelayanan yang baik, dan pelayanan yang cepat. Disini cocok untuk sarapan dan anda cukup menghabiskan 20k sampai 35k ..cukup untuk mengenyangkan perut anda..",tempat,tempat,positif,0
840,"Restoran cepat saji 24 jam di sekitar universitas siliwangi,.dengan tempat yang bagus & nyaman, pelayanan yang baik, dan pelayanan yang cepat. Disini cocok untuk sarapan dan anda cukup menghabiskan 20k sampai 35k ..cukup untuk mengenyangkan perut anda..",pelayanan,pelayanan,positif,1
841,"Pilihan makanan yang enak untuk makan siang dan cocok dengan selera kita. Juga banyak pilihan fast food di menunya sesuai mood anda.. Hehe. Saya makan di tempat ini beberapa minggu yang lalu, dan ini merekomendasikan tempat yang bagus untuk saya ketika saya harus mendapatkan pekerjaan dari mana saja.",tempat,tempat,netral,1
841,"Pilihan makanan yang enak untuk makan siang dan cocok dengan selera kita. Juga banyak pilihan fast food di menunya sesuai mood anda.. Hehe. Saya makan di tempat ini beberapa minggu yang lalu, dan ini merekomendasikan tempat yang bagus untuk saya ketika saya harus mendapatkan pekerjaan dari mana saja.",tempat,tempat,positif,1
843,"Ini adalah tempat yang tepat untuk menghilangkan rasa lapar kita setelah mengunjungi taman wisata sekitar Bandung Buah Batu, kita bisa mendiskusikan semua pengalaman dan rencana kita disini. Tidak perlu menunggu lama untuk porsi makan, pelayanan cepat, arena bermain anak, dan sederhana saja makanan favorit kita sehari-hari.",tempat,tempat,positif,0
843,"Ini adalah tempat yang tepat untuk menghilangkan rasa lapar kita setelah mengunjungi taman wisata sekitar Bandung Buah Batu, kita bisa mendiskusikan semua pengalaman dan rencana kita disini. Tidak perlu menunggu lama untuk porsi makan, pelayanan cepat, arena bermain anak, dan sederhana saja makanan favorit kita sehari-hari.",rasa,rasa,positif,0
